id,node_id,hub_id,span,span2hub,direction,type
1071,ZN1038,ZN1308,30,31140,内圈,主线
1072,ZN1039,ZN1308,30,31170,内圈,主线
1073,ZN1040,ZN1308,30,31200,内圈,主线
1074,ZN1041,ZN1308,30,31230,内圈,主线
1075,ZN1042,ZN1308,30,31260,内圈,主线
1076,ZN1043,ZN1308,30,31290,内圈,主线
1077,ZN1044,ZN1308,30,31320,内圈,主线
1078,ZN1045,ZN1308,30,31350,内圈,主线
1079,ZN1046,ZN1308,30,31380,内圈,主线
1080,ZN1047,ZN1308,30,31410,内圈,主线
1081,ZN1048,ZN1308,30,31440,内圈,主线
1082,ZN1049,ZN1308,30,31470,内圈,主线
1083,ZN1050,ZN1308,30,31500,内圈,主线
1084,ZN1051,ZN1308,30,31530,内圈,主线
1085,ZN1052,ZN1308,30,31560,内圈,主线
1086,ZN1053,ZN1308,30,31590,内圈,主线
1087,ZN1054,ZN1308,30,31620,内圈,主线
1088,ZN1055,ZN1308,30,31650,内圈,主线
1089,ZN1056,ZN1308,30,31680,内圈,主线
1090,ZN1057,ZN1308,30,31710,内圈,主线
1091,ZN1058,ZN1308,30,31740,内圈,主线
1092,ZN1059,ZN1308,30,31770,内圈,主线
1093,ZN1060,ZN1308,30,31800,内圈,主线
1094,ZN1061,ZN1308,30,31830,内圈,主线
1095,ZN1062,ZN1308,30,31860,内圈,主线
1096,ZN1063,ZN1308,30,31890,内圈,主线
1097,ZN1064,ZN1308,30,31920,内圈,主线
1098,ZN1065,ZN1308,30,31950,内圈,主线
1099,ZN1066,ZN1308,30,31980,内圈,主线
1100,ZN1067,ZN1308,30,32010,内圈,主线
1101,ZN1068,ZN1308,30,32040,内圈,主线
1102,ZN1069,ZN1308,30,32070,内圈,主线
1103,ZN1070,ZN1308,30,32100,内圈,主线
1104,ZN1071,ZN1308,30,32130,内圈,主线
1105,ZN1072,ZN1308,30,32160,内圈,主线
1106,ZN1073,ZN1308,30,32190,内圈,主线
1107,ZN1074,ZN1308,30,32220,内圈,主线
1108,ZN1075,ZN1308,30,32250,内圈,主线
1109,ZN1076,ZN1308,30,32280,内圈,主线
1110,ZN1077,ZN1308,30,32310,内圈,主线
1111,ZN1078,ZN1308,30,32340,内圈,主线
1112,ZN1079,ZN1308,30,32370,内圈,主线
1113,ZN1080,ZN1308,30,32400,内圈,主线
1114,ZN1081,ZN1308,30,32430,内圈,主线
1115,ZN1082,ZN1308,30,32460,内圈,主线
1116,ZN1083,ZN1308,30,32490,内圈,主线
1117,ZN1084,ZN1308,30,32520,内圈,主线
1118,ZN1085,ZN1308,30,32550,内圈,主线
1119,ZN1086,ZN1308,30,32580,内圈,主线
1120,ZN1087,ZN1308,30,32610,内圈,主线
1121,ZN1088,ZN1308,30,32640,内圈,主线
1122,ZN1089,ZN1308,30,32670,内圈,主线
1123,ZN1090,ZN1308,30,32700,内圈,主线
1124,ZN1091,ZN1308,30,32730,内圈,主线
1125,ZN1092,ZN1308,30,32760,内圈,主线
1126,ZN1093,ZN1308,30,32790,内圈,主线
1127,ZN1094,ZN1308,30,32820,内圈,主线
1128,ZN1095,ZN1308,30,32850,内圈,主线
1129,ZN1096,ZN1308,30,32880,内圈,主线
1130,ZN1097,ZN1308,30,32910,内圈,主线
1131,ZN1098,ZN1308,30,32940,内圈,主线
1132,ZN1099,ZN1308,30,32970,内圈,主线
1133,ZN1100,ZN1308,30,33000,内圈,主线
1134,ZN1101,ZN1308,30,33030,内圈,主线
1135,ZN1102,ZN1308,30,33060,内圈,主线
1136,ZN1103,ZN1308,30,33090,内圈,主线
1137,ZN1104,ZN1308,30,33120,内圈,主线
1138,ZN1105,ZN1308,30,33150,内圈,主线
1139,ZN1106,ZN1308,30,33180,内圈,主线
1140,ZN1107,ZN1308,30,33210,内圈,主线
1141,ZN1108,ZN1308,30,33240,内圈,主线
1142,ZN1109,ZN1308,30,33270,内圈,主线
1143,ZN1110,ZN1308,30,33300,内圈,主线
1144,ZN1111,ZN1308,30,33330,内圈,主线
1145,ZN1112,ZN1308,30,33360,内圈,主线
1146,ZN1113,ZN1308,30,33390,内圈,主线
1147,ZN1114,ZN1308,30,33420,内圈,主线
1148,ZN1115,ZN1308,30,33450,内圈,主线
1149,ZN1116,ZN1308,30,33480,内圈,主线
1150,ZN1117,ZN1308,30,33510,内圈,主线
1151,ZN1118,ZN1308,30,33540,内圈,主线
1152,ZN1119,ZN1308,30,33570,内圈,主线
1153,ZN1120,ZN1308,30,33600,内圈,主线
1154,ZN1121,ZN1308,30,33630,内圈,主线
1155,ZN1122,ZN1308,30,33660,内圈,主线
1156,ZN1123,ZN1308,30,33690,内圈,主线
1157,ZN1124,ZN1308,30,33720,内圈,主线
1158,ZN1125,ZN1308,30,33750,内圈,主线
1159,ZN1126,ZN1308,30,33780,内圈,主线
1160,ZN1127,ZN1308,30,33810,内圈,主线
1161,ZN1128,ZN1308,30,33840,内圈,主线
1162,ZN1129,ZN1308,30,33870,内圈,主线
1163,ZN1130,ZN1308,30,33900,内圈,主线
1164,ZN1131,ZN1308,30,33930,内圈,主线
1165,ZN1132,ZN1308,30,33960,内圈,主线
1166,ZN1133,ZN1308,30,33990,内圈,主线
1167,ZN1134,ZN1308,30,34020,内圈,主线
1168,ZN1135,ZN1308,30,34050,内圈,主线
1169,ZN1136,ZN1308,30,34080,内圈,主线
1170,ZN1137,ZN1308,30,34110,内圈,主线
1171,ZN1138,ZN1308,30,34140,内圈,主线
1172,ZN1139,ZN1308,30,34170,内圈,主线
1173,ZN1140,ZN1308,30,34200,内圈,主线
1174,ZN1141,ZN1308,30,34230,内圈,主线
1175,ZN1142,ZN1308,30,34260,内圈,主线
1176,ZN1143,ZN1308,30,34290,内圈,主线
1177,ZN1144,ZN1308,30,34320,内圈,主线
1178,ZN1145,ZN1308,30,34350,内圈,主线
1179,ZN1146,ZN1308,30,34380,内圈,主线
1180,ZN1147,ZN1308,30,34410,内圈,主线
1181,ZN1148,ZN1308,30,34440,内圈,主线
1182,ZN1149,ZN1308,30,34470,内圈,主线
1183,ZN1150,ZN1308,30,34500,内圈,主线
1184,ZN1151,ZN1308,30,34530,内圈,主线
1185,ZN1152,ZN1308,30,34560,内圈,主线
1186,ZN1153,ZN1308,30,34590,内圈,主线
1187,ZN1154,ZN1308,30,34620,内圈,主线
1188,ZN1155,ZN1308,30,34650,内圈,主线
1189,ZN1156,ZN1308,30,34680,内圈,主线
1190,ZN1157,ZN1308,30,34710,内圈,主线
1191,ZN1158,ZN1308,30,34740,内圈,主线
1192,ZN1159,ZN1308,30,34770,内圈,主线
1193,ZN1160,ZN1308,30,34800,内圈,主线
1194,ZN1161,ZN1308,30,34830,内圈,主线
1195,ZN1162,ZN1308,30,34860,内圈,主线
1196,ZN1163,ZN1308,30,34890,内圈,主线
1197,ZN1164,ZN1308,30,34920,内圈,主线
1198,ZN1165,ZN1308,30,34950,内圈,主线
1199,ZN1166,ZN1308,30,34980,内圈,主线
1200,ZN1167,ZN1308,30,35010,内圈,主线
1201,ZN1168,ZN1308,30,35040,内圈,主线
1202,ZN1169,ZN1308,30,35070,内圈,主线
1203,ZN1170,ZN1308,30,35100,内圈,主线
1204,ZN1171,ZN1308,30,35130,内圈,主线
1205,ZN1172,ZN1308,30,35160,内圈,主线
1206,ZN1173,ZN1308,30,35190,内圈,主线
1207,ZN1174,ZN1308,30,35220,内圈,主线
1208,ZN1175,ZN1308,30,35250,内圈,主线
1209,ZN1176,ZN1308,30,35280,内圈,主线
1210,ZN1177,ZN1308,30,35310,内圈,主线
1211,ZN1178,ZN1308,30,35340,内圈,主线
1212,ZN1179,ZN1308,30,35370,内圈,主线
1213,ZN1180,ZN1308,30,35400,内圈,主线
1214,ZN1181,ZN1308,30,35430,内圈,主线
1215,ZN1182,ZN1308,30,35460,内圈,主线
1216,ZN1183,ZN1308,30,35490,内圈,主线
1217,ZN1184,ZN1308,30,35520,内圈,主线
1218,ZN1185,ZN1308,30,35550,内圈,主线
1219,ZN1186,ZN1308,30,35580,内圈,主线
1220,ZN1187,ZN1308,30,35610,内圈,主线
1221,ZN1188,ZN1308,30,35640,内圈,主线
1222,ZN1189,ZN1308,30,35670,内圈,主线
1223,ZN1190,ZN1308,30,35700,内圈,主线
1224,ZN1191,ZN1308,30,35730,内圈,主线
1225,ZN1192,ZN1308,30,35760,内圈,主线
1226,ZN1193,ZN1308,30,35790,内圈,主线
1227,ZN1194,ZN1308,30,35820,内圈,主线
1228,ZN1195,ZN1308,30,35850,内圈,主线
1229,ZN1196,ZN1308,30,35880,内圈,主线
1230,ZN1197,ZN1308,30,35910,内圈,主线
1231,ZN1198,ZN1308,30,35940,内圈,主线
1232,ZN1199,ZN1308,30,35970,内圈,主线
1233,ZN1200,ZN1308,30,36000,内圈,主线
1234,ZN1201,ZN1308,30,36030,内圈,主线
1235,ZN1202,ZN1308,30,36060,内圈,主线
1236,ZN1203,ZN1308,30,36090,内圈,主线
1237,ZN1204,ZN1308,30,36120,内圈,主线
1238,ZN1205,ZN1308,30,36150,内圈,主线
1239,ZN1206,ZN1308,30,36180,内圈,主线
1240,ZN1207,ZN1308,30,36210,内圈,主线
1241,ZN1208,ZN1308,30,36240,内圈,主线
1242,ZN1209,ZN1308,30,36270,内圈,主线
1243,ZN1210,ZN1308,30,36300,内圈,主线
1244,ZN1211,ZN1308,30,36330,内圈,主线
1245,ZN1212,ZN1308,30,36360,内圈,主线
1246,ZN1213,ZN1308,30,36390,内圈,主线
1247,ZN1214,ZN1308,30,36420,内圈,主线
1248,ZN1215,ZN1308,30,36450,内圈,主线
1249,ZN1216,ZN1308,30,36480,内圈,主线
1250,ZN1217,ZN1308,30,36510,内圈,主线
1251,ZN1218,ZN1308,30,36540,内圈,主线
1252,ZN1219,ZN1308,30,36570,内圈,主线
1253,ZN1220,ZN1308,30,36600,内圈,主线
1254,ZN1221,ZN1308,30,36630,内圈,主线
1255,ZN1222,ZN1308,30,36660,内圈,主线
1256,ZN1223,ZN1308,30,36690,内圈,主线
1257,ZN1224,ZN1308,30,36720,内圈,主线
1258,ZN1225,ZN1308,30,36750,内圈,主线
1259,ZN1226,ZN1308,30,36780,内圈,主线
1260,ZN1227,ZN1308,30,36810,内圈,主线
1261,ZN1228,ZN1308,30,36840,内圈,主线
1262,ZN1229,ZN1308,30,36870,内圈,主线
1263,ZN1230,ZN1308,30,36900,内圈,主线
1264,ZN1231,ZN1308,30,36930,内圈,主线
1265,ZN1232,ZN1308,30,36960,内圈,主线
1266,ZN1233,ZN1308,30,36990,内圈,主线
1267,ZN1234,ZN1308,30,37020,内圈,主线
1268,ZN1235,ZN1308,30,37050,内圈,主线
1269,ZN1236,ZN1308,30,37080,内圈,主线
1270,ZN1237,ZN1308,30,37110,内圈,主线
1271,ZN1238,ZN1308,30,37140,内圈,主线
1272,ZN1239,ZN1308,30,37170,内圈,主线
1273,ZN1240,ZN1308,30,37200,内圈,主线
1274,ZN1241,ZN1308,30,37230,内圈,主线
1275,ZN1242,ZN1308,30,37260,内圈,主线
1276,ZN1243,ZN1308,30,37290,内圈,主线
1277,ZN1244,ZN1308,30,37320,内圈,主线
1278,ZN1245,ZN1308,30,37350,内圈,主线
1279,ZN1246,ZN1308,30,37380,内圈,主线
1280,ZN1247,ZN1308,30,37410,内圈,主线
1281,ZN1248,ZN1308,30,37440,内圈,主线
1282,ZN1249,ZN1308,30,37470,内圈,主线
1283,ZN1250,ZN1308,30,37500,内圈,主线
1284,ZN1251,ZN1308,30,37530,内圈,主线
1285,ZN1252,ZN1308,30,37560,内圈,主线
1286,ZN1253,ZN1308,30,37590,内圈,主线
1287,ZN1254,ZN1308,30,37620,内圈,主线
1288,ZN1255,ZN1308,30,37650,内圈,主线
1289,ZN1256,ZN1308,30,37680,内圈,主线
1290,ZN1257,ZN1308,30,37710,内圈,主线
1291,ZN1258,ZN1308,30,37740,内圈,主线
1292,ZN1259,ZN1308,30,37770,内圈,主线
1293,ZN1260,ZN1308,30,37800,内圈,主线
1294,ZN1261,ZN1308,30,37830,内圈,主线
1295,ZN1262,ZN1308,30,37860,内圈,主线
1296,ZN1263,ZN1308,30,37890,内圈,主线
1297,ZN1264,ZN1308,30,37920,内圈,主线
1298,ZN1265,ZN1308,30,37950,内圈,主线
1299,ZN1266,ZN1308,30,37980,内圈,主线
1300,ZN1267,ZN1308,30,38010,内圈,主线
1301,ZN1268,ZN1308,30,38040,内圈,主线
1302,ZN1269,ZN1308,30,38070,内圈,主线
1303,ZN1270,ZN1308,30,38100,内圈,主线
1304,ZN1271,ZN1308,30,38130,内圈,主线
1305,ZN1272,ZN1308,30,38160,内圈,主线
1306,ZN1273,ZN1308,30,38190,内圈,主线
1307,ZN1274,ZN1308,30,38220,内圈,主线
1308,ZN1275,ZN1308,30,38250,内圈,主线
1309,ZN1276,ZN1308,30,38280,内圈,主线
1310,ZN1277,ZN1308,30,38310,内圈,主线
1311,ZN1278,ZN1308,30,38340,内圈,主线
1312,ZN1279,ZN1308,30,38370,内圈,主线
1313,ZN1280,ZN1308,30,38400,内圈,主线
1314,ZN1281,ZN1308,30,38430,内圈,主线
1315,ZN1282,ZN1308,30,38460,内圈,主线
1316,ZN1283,ZN1308,30,38490,内圈,主线
1317,ZN1284,ZN1308,30,38520,内圈,主线
1318,ZN1285,ZN1308,30,38550,内圈,主线
1319,ZN1286,ZN1308,30,38580,内圈,主线
1320,ZN1287,ZN1308,30,38610,内圈,主线
1321,ZN1288,ZN1308,30,38640,内圈,主线
1322,ZN1289,ZN1308,30,38670,内圈,主线
1323,ZN1290,ZN1308,30,38700,内圈,主线
1324,ZN1291,ZN1308,30,38730,内圈,主线
1325,ZN1292,ZN1308,30,38760,内圈,主线
1326,ZN1293,ZN1308,30,38790,内圈,主线
1327,ZN1294,ZN1308,30,38820,内圈,主线
1328,ZN1295,ZN1308,30,38850,内圈,主线
1329,ZN1296,ZN1308,30,38880,内圈,主线
1330,ZN1297,ZN1308,30,38910,内圈,主线
1331,ZN1298,ZN1308,30,38940,内圈,主线
1332,ZN1299,ZN1308,30,38970,内圈,主线
1333,ZN1300,ZN1308,30,39000,内圈,主线
1334,ZN1301,ZN1308,30,39030,内圈,主线
1335,ZN1302,ZN1308,30,39060,内圈,主线
1336,ZN1303,ZN1308,30,39090,内圈,主线
1337,ZN1304,ZN1308,30,39120,内圈,主线
1338,ZN1305,ZN1308,30,39150,内圈,主线
1339,ZN1306,ZN1308,30,39180,内圈,主线
1340,ZN1307,ZN1308,30,39210,内圈,主线
1341,ZN1308,ZN1308,30,39240,内圈,主线
1342,ZN1308,,0,39240,内圈,主线-主线
1343,ZW0001,ZW0001,30,30,外圈,主线
1344,ZW0002,ZW0001,30,60,外圈,主线
1345,ZW0003,ZW0001,30,90,外圈,主线
1346,ZW0004,ZW0001,30,120,外圈,主线
1347,ZW0005,ZW0001,30,150,外圈,主线
1348,ZW0006,ZW0001,30,180,外圈,主线
1349,ZW0007,ZW0001,30,210,外圈,主线
1350,ZW0008,ZW0001,30,240,外圈,主线
1351,ZW0009,ZW0001,30,270,外圈,主线
1352,ZW0010,ZW0001,30,300,外圈,主线
1353,ZW0011,ZW0001,30,330,外圈,主线
1354,ZW0012,ZW0001,30,360,外圈,主线
1355,ZW0013,ZW0001,30,390,外圈,主线
1356,ZW0014,ZW0001,30,420,外圈,主线
1357,ZW0015,ZW0001,30,450,外圈,主线
1358,ZW0016,ZW0001,30,480,外圈,主线
1359,ZW0017,ZW0001,30,510,外圈,主线
1360,ZW0018,ZW0001,30,540,外圈,主线
1361,ZW0019,ZW0001,30,570,外圈,主线
1362,ZW0020,ZW0001,30,600,外圈,主线
1363,ZW0021,ZW0001,30,630,外圈,主线
1364,ZW0022,ZW0001,30,660,外圈,主线
1365,ZW0023,ZW0001,30,690,外圈,主线
1366,ZW0024,ZW0001,30,720,外圈,主线
1367,ZW0025,ZW0001,30,750,外圈,主线
1368,ZW0026,ZW0001,30,780,外圈,主线
1369,ZW0027,ZW0001,30,810,外圈,主线
1370,ZW0028,ZW0001,30,840,外圈,主线
1371,ZW0029,ZW0001,30,870,外圈,主线
1372,ZW0030,ZW0001,30,900,外圈,主线
1373,ZW0031,ZW0001,30,930,外圈,主线
1374,ZW0032,ZW0001,30,960,外圈,主线
1375,ZW0033,ZW0001,30,990,外圈,主线
1376,ZW0034,ZW0001,30,1020,外圈,主线
1377,ZW0035,ZW0001,30,1050,外圈,主线
1378,ZW0036,ZW0001,30,1080,外圈,主线
1379,ZW0037,ZW0001,30,1110,外圈,主线
1380,ZW0038,ZW0001,30,1140,外圈,主线
1381,ZW0039,ZW0001,30,1170,外圈,主线
1382,ZW0040,ZW0001,30,1200,外圈,主线
1383,ZW0041,ZW0001,30,1230,外圈,主线
1384,ZW0042,ZW0001,30,1260,外圈,主线
1385,ZW0043,ZW0001,30,1290,外圈,主线
1386,ZW0044,ZW0001,30,1320,外圈,主线
1387,ZW0045,ZW0001,30,1350,外圈,主线
1388,ZW0046,ZW0001,30,1380,外圈,主线
1389,ZW0047,ZW0001,30,1410,外圈,主线
1390,ZW0048,ZW0001,30,1440,外圈,主线
1391,ZW0049,ZW0001,30,1470,外圈,主线
1392,ZW0050,ZW0001,30,1500,外圈,主线
1393,ZW0051,ZW0001,30,1530,外圈,主线
1394,ZW0052,ZW0001,30,1560,外圈,主线
1395,ZW0053,ZW0001,30,1590,外圈,主线
1396,ZW0054,ZW0001,30,1620,外圈,主线
1397,ZW0055,ZW0001,30,1650,外圈,主线
1398,ZW0056,ZW0001,30,1680,外圈,主线
1399,ZW0057,ZW0001,30,1710,外圈,主线
1400,ZW0058,ZW0001,30,1740,外圈,主线
1401,ZW0059,ZW0001,30,1770,外圈,主线
1402,ZW0060,ZW0001,30,1800,外圈,主线
1403,ZW0061,ZW0001,30,1830,外圈,主线
1404,ZW0062,ZW0001,30,1860,外圈,主线
1405,ZW0063,ZW0001,30,1890,外圈,主线
1406,ZW0064,ZW0001,30,1920,外圈,主线
1407,ZW0065,ZW0001,30,1950,外圈,主线
1408,ZW0066,ZW0001,30,1980,外圈,主线
1409,ZW0067,ZW0001,30,2010,外圈,主线
1410,ZW0068,ZW0001,30,2040,外圈,主线
1411,ZW0069,ZW0001,30,2070,外圈,主线
1412,ZW0070,ZW0001,30,2100,外圈,主线
1413,ZW0071,ZW0001,30,2130,外圈,主线
1414,ZW0072,ZW0001,30,2160,外圈,主线
1415,ZW0073,ZW0001,30,2190,外圈,主线
1416,ZW0074,ZW0001,30,2220,外圈,主线
1417,ZW0075,ZW0001,30,2250,外圈,主线
1418,ZW0076,ZW0001,30,2280,外圈,主线
1419,ZW0077,ZW0001,30,2310,外圈,主线
1420,ZW0078,ZW0001,30,2340,外圈,主线
1421,ZW0079,ZW0001,30,2370,外圈,主线
1422,ZW0080,ZW0001,30,2400,外圈,主线
1423,ZW0081,ZW0001,30,2430,外圈,主线
1424,ZW0082,ZW0001,30,2460,外圈,主线
1425,ZW0083,ZW0001,30,2490,外圈,主线
1426,ZW0084,ZW0001,30,2520,外圈,主线
1427,ZW0085,ZW0001,30,2550,外圈,主线
1428,ZW0086,ZW0001,30,2580,外圈,主线
1429,ZW0087,ZW0001,30,2610,外圈,主线
1430,ZW0088,ZW0001,30,2640,外圈,主线
1431,ZW0089,ZW0001,30,2670,外圈,主线
1432,ZW0090,ZW0001,30,2700,外圈,主线
1433,ZW0091,ZW0001,30,2730,外圈,主线
1434,ZW0092,ZW0001,30,2760,外圈,主线
1435,ZW0093,ZW0001,30,2790,外圈,主线
1436,ZW0094,ZW0001,30,2820,外圈,主线
1437,ZW0095,ZW0001,30,2850,外圈,主线
1438,ZW0096,ZW0001,30,2880,外圈,主线
1439,ZW0097,ZW0001,30,2910,外圈,主线
1440,ZW0098,ZW0001,30,2940,外圈,主线
1441,ZW0099,ZW0001,30,2970,外圈,主线
1442,ZW0100,ZW0001,30,3000,外圈,主线
1443,ZW0101,ZW0001,30,3030,外圈,主线
1444,ZW0102,ZW0001,30,3060,外圈,主线
1445,ZW0103,ZW0001,30,3090,外圈,主线
1446,ZW0104,ZW0001,30,3120,外圈,主线
1447,ZW0105,ZW0001,30,3150,外圈,主线
1448,ZW0106,ZW0001,30,3180,外圈,主线
1449,ZW0107,ZW0001,30,3210,外圈,主线
1450,ZW0108,ZW0001,30,3240,外圈,主线
1451,ZW0109,ZW0001,30,3270,外圈,主线
1452,ZW0110,ZW0001,30,3300,外圈,主线
1453,ZW0111,ZW0001,30,3330,外圈,主线
1454,ZW0112,ZW0001,30,3360,外圈,主线
1455,ZW0113,ZW0001,30,3390,外圈,主线
1456,ZW0114,ZW0001,30,3420,外圈,主线
1457,ZW0115,ZW0001,30,3450,外圈,主线
1458,ZW0116,ZW0001,30,3480,外圈,主线
1459,ZW0117,ZW0001,30,3510,外圈,主线
1460,ZW0118,ZW0001,30,3540,外圈,主线
1461,ZW0119,ZW0001,30,3570,外圈,主线
1462,ZW0120,ZW0001,30,3600,外圈,主线
1463,ZW0121,ZW0001,30,3630,外圈,主线
1464,ZW0122,ZW0001,30,3660,外圈,主线
1465,ZW0123,ZW0001,30,3690,外圈,主线
1466,ZW0124,ZW0001,30,3720,外圈,主线
1467,ZW0125,ZW0001,30,3750,外圈,主线
1468,ZW0126,ZW0001,30,3780,外圈,主线
1469,ZW0127,ZW0001,30,3810,外圈,主线
1470,ZW0128,ZW0001,30,3840,外圈,主线
1471,ZW0129,ZW0001,30,3870,外圈,主线
1472,ZW0130,ZW0001,30,3900,外圈,主线
1473,ZW0131,ZW0001,30,3930,外圈,主线
1474,ZW0132,ZW0001,30,3960,外圈,主线
1475,ZW0133,ZW0001,30,3990,外圈,主线
1476,ZW0134,ZW0001,30,4020,外圈,主线
1477,ZW0135,ZW0001,30,4050,外圈,主线
1478,ZW0136,ZW0001,30,4080,外圈,主线
1479,ZW0137,ZW0001,30,4110,外圈,主线
1480,ZW0138,ZW0001,30,4140,外圈,主线
1481,ZW0139,ZW0001,30,4170,外圈,主线
1482,ZW0140,ZW0001,30,4200,外圈,主线
1483,ZW0141,ZW0001,30,4230,外圈,主线
1484,ZW0142,ZW0001,30,4260,外圈,主线
1485,ZW0143,ZW0001,30,4290,外圈,主线
1486,ZW0144,ZW0001,30,4320,外圈,主线
1487,ZW0145,ZW0001,30,4350,外圈,主线
1488,ZW0146,ZW0001,30,4380,外圈,主线
1489,ZW0147,ZW0001,30,4410,外圈,主线
1490,ZW0148,ZW0001,30,4440,外圈,主线
1491,ZW0149,ZW0001,30,4470,外圈,主线
1492,ZW0150,ZW0001,30,4500,外圈,主线
1493,ZW0151,ZW0001,30,4530,外圈,主线
1494,ZW0152,ZW0001,30,4560,外圈,主线
1495,ZW0153,ZW0001,30,4590,外圈,主线
1496,ZW0154,ZW0001,30,4620,外圈,主线
1497,ZW0155,ZW0001,30,4650,外圈,主线
1498,ZW0156,ZW0001,30,4680,外圈,主线
1499,ZW0157,ZW0001,30,4710,外圈,主线
1500,ZW0158,ZW0001,30,4740,外圈,主线
1501,ZW0159,ZW0001,30,4770,外圈,主线
1502,ZW0160,ZW0001,30,4800,外圈,主线
1503,ZW0161,ZW0001,30,4830,外圈,主线
1504,ZW0162,ZW0001,30,4860,外圈,主线
1505,ZW0163,ZW0001,30,4890,外圈,主线
1506,ZW0164,ZW0001,30,4920,外圈,主线
1507,ZW0165,ZW0001,30,4950,外圈,主线
1508,ZW0166,ZW0001,30,4980,外圈,主线
1509,ZW0167,ZW0001,30,5010,外圈,主线
1510,ZW0168,ZW0001,30,5040,外圈,主线
1511,ZW0169,ZW0001,30,5070,外圈,主线
1512,ZW0170,ZW0001,30,5100,外圈,主线
1513,ZW0171,ZW0001,30,5130,外圈,主线
1514,ZW0172,ZW0001,30,5160,外圈,主线
1515,ZW0173,ZW0001,30,5190,外圈,主线
1516,ZW0174,ZW0001,30,5220,外圈,主线
1517,ZW0175,ZW0001,30,5250,外圈,主线
1518,ZW0176,ZW0001,30,5280,外圈,主线
1519,ZW0177,ZW0001,30,5310,外圈,主线
1520,ZW0178,ZW0001,30,5340,外圈,主线
1521,ZW0179,ZW0001,30,5370,外圈,主线
1522,ZW0180,ZW0001,30,5400,外圈,主线
1523,ZW0181,ZW0001,30,5430,外圈,主线
1524,ZW0183,ZW0001,30,5460,外圈,主线
1525,ZW0184,ZW0001,30,5490,外圈,主线
1526,ZW0185,ZW0001,30,5520,外圈,主线
1527,ZW0186,ZW0001,30,5550,外圈,主线
1528,ZW0187,ZW0001,30,5580,外圈,主线
1529,ZW0188,ZW0001,30,5610,外圈,主线
1530,ZW0189,ZW0001,30,5640,外圈,主线
1531,ZW0190,ZW0001,30,5670,外圈,主线
1532,ZW0191,ZW0001,30,5700,外圈,主线
1533,ZW0192,ZW0001,30,5730,外圈,主线
1534,ZW0193,ZW0001,30,5760,外圈,主线
1535,ZW0194,ZW0001,30,5790,外圈,主线
1536,ZW0195,ZW0001,30,5820,外圈,主线
1537,ZW0196,ZW0001,30,5850,外圈,主线
1538,ZW0197,ZW0001,30,5880,外圈,主线
1539,ZW0198,ZW0001,30,5910,外圈,主线
1540,ZW0199,ZW0001,30,5940,外圈,主线
1541,ZW0200,ZW0001,30,5970,外圈,主线
1542,ZW0201,ZW0001,30,6000,外圈,主线
1543,ZW0202,ZW0001,30,6030,外圈,主线
1544,ZW0203,ZW0001,30,6060,外圈,主线
1545,ZW0204,ZW0001,30,6090,外圈,主线
1546,ZW0205,ZW0001,30,6120,外圈,主线
1547,ZW0206,ZW0001,30,6150,外圈,主线
1548,ZW0207,ZW0001,30,6180,外圈,主线
1549,ZW0208,ZW0001,30,6210,外圈,主线
1550,ZW0209,ZW0001,30,6240,外圈,主线
1551,ZW0210,ZW0001,30,6270,外圈,主线
1552,ZW0211,ZW0001,30,6300,外圈,主线
1553,ZW0212,ZW0001,30,6330,外圈,主线
1554,ZW0213,ZW0001,30,6360,外圈,主线
1555,ZW0214,ZW0001,30,6390,外圈,主线
1556,ZW0215,ZW0001,30,6420,外圈,主线
1557,ZW0216,ZW0001,30,6450,外圈,主线
1558,ZW0217,ZW0001,30,6480,外圈,主线
1559,ZW0218,ZW0001,30,6510,外圈,主线
1560,ZW0219,ZW0001,30,6540,外圈,主线
1561,ZW0220,ZW0001,30,6570,外圈,主线
1562,ZW0221,ZW0001,30,6600,外圈,主线
1563,ZW0222,ZW0001,30,6630,外圈,主线
1564,ZW0223,ZW0001,30,6660,外圈,主线
1565,ZW0224,ZW0001,30,6690,外圈,主线
1566,ZW0225,ZW0001,30,6720,外圈,主线
1567,ZW0226,ZW0001,30,6750,外圈,主线
1568,ZW0227,ZW0001,30,6780,外圈,主线
1569,ZW0228,ZW0001,30,6810,外圈,主线
1570,ZW0229,ZW0001,30,6840,外圈,主线
1571,ZW0230,ZW0001,30,6870,外圈,主线
1572,ZW0231,ZW0001,30,6900,外圈,主线
1573,ZW0232,ZW0001,30,6930,外圈,主线
1574,ZW0233,ZW0001,30,6960,外圈,主线
1575,ZW0234,ZW0001,30,6990,外圈,主线
1576,ZW0235,ZW0001,30,7020,外圈,主线
1577,ZW0236,ZW0001,30,7050,外圈,主线
1578,ZW0237,ZW0001,30,7080,外圈,主线
1579,ZW0238,ZW0001,30,7110,外圈,主线
1580,ZW0239,ZW0001,30,7140,外圈,主线
1581,ZW0240,ZW0001,30,7170,外圈,主线
1582,ZW0241,ZW0001,30,7200,外圈,主线
1583,ZW0242,ZW0001,30,7230,外圈,主线
1584,ZW0243,ZW0001,30,7260,外圈,主线
1585,ZW0244,ZW0001,30,7290,外圈,主线
1586,ZW0245,ZW0001,30,7320,外圈,主线
1587,ZW0246,ZW0001,30,7350,外圈,主线
1588,ZW0247,ZW0001,30,7380,外圈,主线
