id,node_id,hub_id,span,span2hub,direction,type
537,ZN0504,ZN1308,30,15120,内圈,主线
538,ZN0505,ZN1308,30,15150,内圈,主线
539,ZN0506,ZN1308,30,15180,内圈,主线
540,ZN0507,ZN1308,30,15210,内圈,主线
541,ZN0508,ZN1308,30,15240,内圈,主线
542,ZN0509,ZN1308,30,15270,内圈,主线
543,ZN0510,ZN1308,30,15300,内圈,主线
544,ZN0511,ZN1308,30,15330,内圈,主线
545,ZN0512,ZN1308,30,15360,内圈,主线
546,ZN0513,ZN1308,30,15390,内圈,主线
547,ZN0514,ZN1308,30,15420,内圈,主线
548,ZN0515,ZN1308,30,15450,内圈,主线
549,ZN0516,ZN1308,30,15480,内圈,主线
550,ZN0517,ZN1308,30,15510,内圈,主线
551,ZN0518,ZN1308,30,15540,内圈,主线
552,ZN0519,ZN1308,30,15570,内圈,主线
553,ZN0520,ZN1308,30,15600,内圈,主线
554,ZN0521,ZN1308,30,15630,内圈,主线
555,ZN0522,ZN1308,30,15660,内圈,主线
556,ZN0523,ZN1308,30,15690,内圈,主线
557,ZN0524,ZN1308,30,15720,内圈,主线
558,ZN0525,ZN1308,30,15750,内圈,主线
559,ZN0526,ZN1308,30,15780,内圈,主线
560,ZN0527,ZN1308,30,15810,内圈,主线
561,ZN0528,ZN1308,30,15840,内圈,主线
562,ZN0529,ZN1308,30,15870,内圈,主线
563,ZN0530,ZN1308,30,15900,内圈,主线
564,ZN0531,ZN1308,30,15930,内圈,主线
565,ZN0532,ZN1308,30,15960,内圈,主线
566,ZN0533,ZN1308,30,15990,内圈,主线
567,ZN0534,ZN1308,30,16020,内圈,主线
568,ZN0535,ZN1308,30,16050,内圈,主线
569,ZN0536,ZN1308,30,16080,内圈,主线
570,ZN0537,ZN1308,30,16110,内圈,主线
571,ZN0538,ZN1308,30,16140,内圈,主线
572,ZN0539,ZN1308,30,16170,内圈,主线
573,ZN0540,ZN1308,30,16200,内圈,主线
574,ZN0541,ZN1308,30,16230,内圈,主线
575,ZN0542,ZN1308,30,16260,内圈,主线
576,ZN0543,ZN1308,30,16290,内圈,主线
577,ZN0544,ZN1308,30,16320,内圈,主线
578,ZN0545,ZN1308,30,16350,内圈,主线
579,ZN0546,ZN1308,30,16380,内圈,主线
580,ZN0547,ZN1308,30,16410,内圈,主线
581,ZN0548,ZN1308,30,16440,内圈,主线
582,ZN0549,ZN1308,30,16470,内圈,主线
583,ZN0550,ZN1308,30,16500,内圈,主线
584,ZN0551,ZN1308,30,16530,内圈,主线
585,ZN0552,ZN1308,30,16560,内圈,主线
586,ZN0553,ZN1308,30,16590,内圈,主线
587,ZN0554,ZN1308,30,16620,内圈,主线
588,ZN0555,ZN1308,30,16650,内圈,主线
589,ZN0556,ZN1308,30,16680,内圈,主线
590,ZN0557,ZN1308,30,16710,内圈,主线
591,ZN0558,ZN1308,30,16740,内圈,主线
592,ZN0559,ZN1308,30,16770,内圈,主线
593,ZN0560,ZN1308,30,16800,内圈,主线
594,ZN0561,ZN1308,30,16830,内圈,主线
595,ZN0562,ZN1308,30,16860,内圈,主线
596,ZN0563,ZN1308,30,16890,内圈,主线
597,ZN0564,ZN1308,30,16920,内圈,主线
598,ZN0565,ZN1308,30,16950,内圈,主线
599,ZN0566,ZN1308,30,16980,内圈,主线
600,ZN0567,ZN1308,30,17010,内圈,主线
601,ZN0568,ZN1308,30,17040,内圈,主线
602,ZN0569,ZN1308,30,17070,内圈,主线
603,ZN0570,ZN1308,30,17100,内圈,主线
604,ZN0571,ZN1308,30,17130,内圈,主线
605,ZN0572,ZN1308,30,17160,内圈,主线
606,ZN0573,ZN1308,30,17190,内圈,主线
607,ZN0574,ZN1308,30,17220,内圈,主线
608,ZN0575,ZN1308,30,17250,内圈,主线
609,ZN0576,ZN1308,30,17280,内圈,主线
610,ZN0577,ZN1308,30,17310,内圈,主线
611,ZN0578,ZN1308,30,17340,内圈,主线
612,ZN0579,ZN1308,30,17370,内圈,主线
613,ZN0580,ZN1308,30,17400,内圈,主线
614,ZN0581,ZN1308,30,17430,内圈,主线
615,ZN0582,ZN1308,30,17460,内圈,主线
616,ZN0583,ZN1308,30,17490,内圈,主线
617,ZN0584,ZN1308,30,17520,内圈,主线
618,ZN0585,ZN1308,30,17550,内圈,主线
619,ZN0586,ZN1308,30,17580,内圈,主线
620,ZN0587,ZN1308,30,17610,内圈,主线
621,ZN0588,ZN1308,30,17640,内圈,主线
622,ZN0589,ZN1308,30,17670,内圈,主线
623,ZN0590,ZN1308,30,17700,内圈,主线
624,ZN0591,ZN1308,30,17730,内圈,主线
625,ZN0592,ZN1308,30,17760,内圈,主线
626,ZN0593,ZN1308,30,17790,内圈,主线
627,ZN0594,ZN1308,30,17820,内圈,主线
628,ZN0595,ZN1308,30,17850,内圈,主线
629,ZN0596,ZN1308,30,17880,内圈,主线
630,ZN0597,ZN1308,30,17910,内圈,主线
631,ZN0598,ZN1308,30,17940,内圈,主线
632,ZN0599,ZN1308,30,17970,内圈,主线
633,ZN0600,ZN1308,30,18000,内圈,主线
634,ZN0601,ZN1308,30,18030,内圈,主线
635,ZN0602,ZN1308,30,18060,内圈,主线
636,ZN0603,ZN1308,30,18090,内圈,主线
637,ZN0604,ZN1308,30,18120,内圈,主线
638,ZN0605,ZN1308,30,18150,内圈,主线
639,ZN0606,ZN1308,30,18180,内圈,主线
640,ZN0607,ZN1308,30,18210,内圈,主线
641,ZN0608,ZN1308,30,18240,内圈,主线
642,ZN0609,ZN1308,30,18270,内圈,主线
643,ZN0610,ZN1308,30,18300,内圈,主线
644,ZN0611,ZN1308,30,18330,内圈,主线
645,ZN0612,ZN1308,30,18360,内圈,主线
646,ZN0613,ZN1308,30,18390,内圈,主线
647,ZN0614,ZN1308,30,18420,内圈,主线
648,ZN0615,ZN1308,30,18450,内圈,主线
649,ZN0616,ZN1308,30,18480,内圈,主线
650,ZN0617,ZN1308,30,18510,内圈,主线
651,ZN0618,ZN1308,30,18540,内圈,主线
652,ZN0619,ZN1308,30,18570,内圈,主线
653,ZN0620,ZN1308,30,18600,内圈,主线
654,ZN0621,ZN1308,30,18630,内圈,主线
655,ZN0622,ZN1308,30,18660,内圈,主线
656,ZN0623,ZN1308,30,18690,内圈,主线
657,ZN0624,ZN1308,30,18720,内圈,主线
658,ZN0625,ZN1308,30,18750,内圈,主线
659,ZN0626,ZN1308,30,18780,内圈,主线
660,ZN0627,ZN1308,30,18810,内圈,主线
661,ZN0628,ZN1308,30,18840,内圈,主线
662,ZN0629,ZN1308,30,18870,内圈,主线
663,ZN0630,ZN1308,30,18900,内圈,主线
664,ZN0631,ZN1308,30,18930,内圈,主线
665,ZN0632,ZN1308,30,18960,内圈,主线
666,ZN0633,ZN1308,30,18990,内圈,主线
667,ZN0634,ZN1308,30,19020,内圈,主线
668,ZN0635,ZN1308,30,19050,内圈,主线
669,ZN0636,ZN1308,30,19080,内圈,主线
670,ZN0637,ZN1308,30,19110,内圈,主线
671,ZN0638,ZN1308,30,19140,内圈,主线
672,ZN0639,ZN1308,30,19170,内圈,主线
673,ZN0640,ZN1308,30,19200,内圈,主线
674,ZN0641,ZN1308,30,19230,内圈,主线
675,ZN0642,ZN1308,30,19260,内圈,主线
676,ZN0643,ZN1308,30,19290,内圈,主线
677,ZN0644,ZN1308,30,19320,内圈,主线
678,ZN0645,ZN1308,30,19350,内圈,主线
679,ZN0646,ZN1308,30,19380,内圈,主线
680,ZN0647,ZN1308,30,19410,内圈,主线
681,ZN0648,ZN1308,30,19440,内圈,主线
682,ZN0649,ZN1308,30,19470,内圈,主线
683,ZN0650,ZN1308,30,19500,内圈,主线
684,ZN0651,ZN1308,30,19530,内圈,主线
685,ZN0652,ZN1308,30,19560,内圈,主线
686,ZN0653,ZN1308,30,19590,内圈,主线
687,ZN0654,ZN1308,30,19620,内圈,主线
688,ZN0655,ZN1308,30,19650,内圈,主线
689,ZN0656,ZN1308,30,19680,内圈,主线
690,ZN0657,ZN1308,30,19710,内圈,主线
691,ZN0658,ZN1308,30,19740,内圈,主线
692,ZN0659,ZN1308,30,19770,内圈,主线
693,ZN0660,ZN1308,30,19800,内圈,主线
694,ZN0661,ZN1308,30,19830,内圈,主线
695,ZN0662,ZN1308,30,19860,内圈,主线
696,ZN0663,ZN1308,30,19890,内圈,主线
697,ZN0664,ZN1308,30,19920,内圈,主线
698,ZN0665,ZN1308,30,19950,内圈,主线
699,ZN0666,ZN1308,30,19980,内圈,主线
700,ZN0667,ZN1308,30,20010,内圈,主线
701,ZN0668,ZN1308,30,20040,内圈,主线
702,ZN0669,ZN1308,30,20070,内圈,主线
703,ZN0670,ZN1308,30,20100,内圈,主线
704,ZN0671,ZN1308,30,20130,内圈,主线
705,ZN0672,ZN1308,30,20160,内圈,主线
706,ZN0673,ZN1308,30,20190,内圈,主线
707,ZN0674,ZN1308,30,20220,内圈,主线
708,ZN0675,ZN1308,30,20250,内圈,主线
709,ZN0676,ZN1308,30,20280,内圈,主线
710,ZN0677,ZN1308,30,20310,内圈,主线
711,ZN0678,ZN1308,30,20340,内圈,主线
712,ZN0679,ZN1308,30,20370,内圈,主线
713,ZN0680,ZN1308,30,20400,内圈,主线
714,ZN0681,ZN1308,30,20430,内圈,主线
715,ZN0682,ZN1308,30,20460,内圈,主线
716,ZN0683,ZN1308,30,20490,内圈,主线
717,ZN0684,ZN1308,30,20520,内圈,主线
718,ZN0685,ZN1308,30,20550,内圈,主线
719,ZN0686,ZN1308,30,20580,内圈,主线
720,ZN0687,ZN1308,30,20610,内圈,主线
721,ZN0688,ZN1308,30,20640,内圈,主线
722,ZN0689,ZN1308,30,20670,内圈,主线
723,ZN0690,ZN1308,30,20700,内圈,主线
724,ZN0691,ZN1308,30,20730,内圈,主线
725,ZN0692,ZN1308,30,20760,内圈,主线
726,ZN0693,ZN1308,30,20790,内圈,主线
727,ZN0694,ZN1308,30,20820,内圈,主线
728,ZN0695,ZN1308,30,20850,内圈,主线
729,ZN0696,ZN1308,30,20880,内圈,主线
730,ZN0697,ZN1308,30,20910,内圈,主线
731,ZN0698,ZN1308,30,20940,内圈,主线
732,ZN0699,ZN1308,30,20970,内圈,主线
733,ZN0700,ZN1308,30,21000,内圈,主线
734,ZN0701,ZN1308,30,21030,内圈,主线
735,ZN0702,ZN1308,30,21060,内圈,主线
736,ZN0703,ZN1308,30,21090,内圈,主线
737,ZN0704,ZN1308,30,21120,内圈,主线
738,ZN0705,ZN1308,30,21150,内圈,主线
739,ZN0706,ZN1308,30,21180,内圈,主线
740,ZN0707,ZN1308,30,21210,内圈,主线
741,ZN0708,ZN1308,30,21240,内圈,主线
742,ZN0709,ZN1308,30,21270,内圈,主线
743,ZN0710,ZN1308,30,21300,内圈,主线
744,ZN0711,ZN1308,30,21330,内圈,主线
745,ZN0712,ZN1308,30,21360,内圈,主线
746,ZN0713,ZN1308,30,21390,内圈,主线
747,ZN0714,ZN1308,30,21420,内圈,主线
748,ZN0715,ZN1308,30,21450,内圈,主线
749,ZN0716,ZN1308,30,21480,内圈,主线
750,ZN0717,ZN1308,30,21510,内圈,主线
751,ZN0718,ZN1308,30,21540,内圈,主线
752,ZN0719,ZN1308,30,21570,内圈,主线
753,ZN0720,ZN1308,30,21600,内圈,主线
754,ZN0721,ZN1308,30,21630,内圈,主线
755,ZN0722,ZN1308,30,21660,内圈,主线
756,ZN0723,ZN1308,30,21690,内圈,主线
757,ZN0724,ZN1308,30,21720,内圈,主线
758,ZN0725,ZN1308,30,21750,内圈,主线
759,ZN0726,ZN1308,30,21780,内圈,主线
760,ZN0727,ZN1308,30,21810,内圈,主线
761,ZN0728,ZN1308,30,21840,内圈,主线
762,ZN0729,ZN1308,30,21870,内圈,主线
763,ZN0730,ZN1308,30,21900,内圈,主线
764,ZN0731,ZN1308,30,21930,内圈,主线
765,ZN0732,ZN1308,30,21960,内圈,主线
766,ZN0733,ZN1308,30,21990,内圈,主线
767,ZN0734,ZN1308,30,22020,内圈,主线
768,ZN0735,ZN1308,30,22050,内圈,主线
769,ZN0736,ZN1308,30,22080,内圈,主线
770,ZN0737,ZN1308,30,22110,内圈,主线
771,ZN0738,ZN1308,30,22140,内圈,主线
772,ZN0739,ZN1308,30,22170,内圈,主线
773,ZN0740,ZN1308,30,22200,内圈,主线
774,ZN0741,ZN1308,30,22230,内圈,主线
775,ZN0742,ZN1308,30,22260,内圈,主线
776,ZN0743,ZN1308,30,22290,内圈,主线
777,ZN0744,ZN1308,30,22320,内圈,主线
778,ZN0745,ZN1308,30,22350,内圈,主线
779,ZN0746,ZN1308,30,22380,内圈,主线
780,ZN0747,ZN1308,30,22410,内圈,主线
781,ZN0748,ZN1308,30,22440,内圈,主线
782,ZN0749,ZN1308,30,22470,内圈,主线
783,ZN0750,ZN1308,30,22500,内圈,主线
784,ZN0751,ZN1308,30,22530,内圈,主线
785,ZN0752,ZN1308,30,22560,内圈,主线
786,ZN0753,ZN1308,30,22590,内圈,主线
787,ZN0754,ZN1308,30,22620,内圈,主线
788,ZN0755,ZN1308,30,22650,内圈,主线
789,ZN0756,ZN1308,30,22680,内圈,主线
790,ZN0757,ZN1308,30,22710,内圈,主线
791,ZN0758,ZN1308,30,22740,内圈,主线
792,ZN0759,ZN1308,30,22770,内圈,主线
793,ZN0760,ZN1308,30,22800,内圈,主线
794,ZN0761,ZN1308,30,22830,内圈,主线
795,ZN0762,ZN1308,30,22860,内圈,主线
796,ZN0763,ZN1308,30,22890,内圈,主线
797,ZN0764,ZN1308,30,22920,内圈,主线
798,ZN0765,ZN1308,30,22950,内圈,主线
799,ZN0766,ZN1308,30,22980,内圈,主线
800,ZN0767,ZN1308,30,23010,内圈,主线
801,ZN0768,ZN1308,30,23040,内圈,主线
802,ZN0769,ZN1308,30,23070,内圈,主线
803,ZN0770,ZN1308,30,23100,内圈,主线
804,ZN0771,ZN1308,30,23130,内圈,主线
805,ZN0772,ZN1308,30,23160,内圈,主线
806,ZN0773,ZN1308,30,23190,内圈,主线
807,ZN0774,ZN1308,30,23220,内圈,主线
808,ZN0775,ZN1308,30,23250,内圈,主线
809,ZN0776,ZN1308,30,23280,内圈,主线
810,ZN0777,ZN1308,30,23310,内圈,主线
811,ZN0778,ZN1308,30,23340,内圈,主线
812,ZN0779,ZN1308,30,23370,内圈,主线
813,ZN0780,ZN1308,30,23400,内圈,主线
814,ZN0781,ZN1308,30,23430,内圈,主线
815,ZN0782,ZN1308,30,23460,内圈,主线
816,ZN0783,ZN1308,30,23490,内圈,主线
817,ZN0784,ZN1308,30,23520,内圈,主线
818,ZN0785,ZN1308,30,23550,内圈,主线
819,ZN0786,ZN1308,30,23580,内圈,主线
820,ZN0787,ZN1308,30,23610,内圈,主线
821,ZN0788,ZN1308,30,23640,内圈,主线
822,ZN0789,ZN1308,30,23670,内圈,主线
823,ZN0790,ZN1308,30,23700,内圈,主线
824,ZN0791,ZN1308,30,23730,内圈,主线
825,ZN0792,ZN1308,30,23760,内圈,主线
826,ZN0793,ZN1308,30,23790,内圈,主线
827,ZN0794,ZN1308,30,23820,内圈,主线
828,ZN0795,ZN1308,30,23850,内圈,主线
829,ZN0796,ZN1308,30,23880,内圈,主线
830,ZN0797,ZN1308,30,23910,内圈,主线
831,ZN0798,ZN1308,30,23940,内圈,主线
832,ZN0799,ZN1308,30,23970,内圈,主线
833,ZN0800,ZN1308,30,24000,内圈,主线
834,ZN0801,ZN1308,30,24030,内圈,主线
835,ZN0802,ZN1308,30,24060,内圈,主线
836,ZN0803,ZN1308,30,24090,内圈,主线
837,ZN0804,ZN1308,30,24120,内圈,主线
838,ZN0805,ZN1308,30,24150,内圈,主线
839,ZN0806,ZN1308,30,24180,内圈,主线
840,ZN0807,ZN1308,30,24210,内圈,主线
841,ZN0808,ZN1308,30,24240,内圈,主线
842,ZN0809,ZN1308,30,24270,内圈,主线
843,ZN0810,ZN1308,30,24300,内圈,主线
844,ZN0811,ZN1308,30,24330,内圈,主线
845,ZN0812,ZN1308,30,24360,内圈,主线
846,ZN0813,ZN1308,30,24390,内圈,主线
847,ZN0814,ZN1308,30,24420,内圈,主线
848,ZN0815,ZN1308,30,24450,内圈,主线
849,ZN0816,ZN1308,30,24480,内圈,主线
850,ZN0817,ZN1308,30,24510,内圈,主线
851,ZN0818,ZN1308,30,24540,内圈,主线
852,ZN0819,ZN1308,30,24570,内圈,主线
853,ZN0820,ZN1308,30,24600,内圈,主线
854,ZN0821,ZN1308,30,24630,内圈,主线
855,ZN0822,ZN1308,30,24660,内圈,主线
856,ZN0823,ZN1308,30,24690,内圈,主线
857,ZN0824,ZN1308,30,24720,内圈,主线
858,ZN0825,ZN1308,30,24750,内圈,主线
859,ZN0826,ZN1308,30,24780,内圈,主线
860,ZN0827,ZN1308,30,24810,内圈,主线
861,ZN0828,ZN1308,30,24840,内圈,主线
862,ZN0829,ZN1308,30,24870,内圈,主线
863,ZN0830,ZN1308,30,24900,内圈,主线
864,ZN0831,ZN1308,30,24930,内圈,主线
865,ZN0832,ZN1308,30,24960,内圈,主线
866,ZN0833,ZN1308,30,24990,内圈,主线
867,ZN0834,ZN1308,30,25020,内圈,主线
868,ZN0835,ZN1308,30,25050,内圈,主线
869,ZN0836,ZN1308,30,25080,内圈,主线
870,ZN0837,ZN1308,30,25110,内圈,主线
871,ZN0838,ZN1308,30,25140,内圈,主线
872,ZN0839,ZN1308,30,25170,内圈,主线
873,ZN0840,ZN1308,30,25200,内圈,主线
874,ZN0841,ZN1308,30,25230,内圈,主线
875,ZN0842,ZN1308,30,25260,内圈,主线
876,ZN0843,ZN1308,30,25290,内圈,主线
877,ZN0844,ZN1308,30,25320,内圈,主线
878,ZN0845,ZN1308,30,25350,内圈,主线
879,ZN0846,ZN1308,30,25380,内圈,主线
880,ZN0847,ZN1308,30,25410,内圈,主线
881,ZN0848,ZN1308,30,25440,内圈,主线
882,ZN0849,ZN1308,30,25470,内圈,主线
883,ZN0850,ZN1308,30,25500,内圈,主线
884,ZN0851,ZN1308,30,25530,内圈,主线
885,ZN0852,ZN1308,30,25560,内圈,主线
886,ZN0853,ZN1308,30,25590,内圈,主线
887,ZN0854,ZN1308,30,25620,内圈,主线
888,ZN0855,ZN1308,30,25650,内圈,主线
889,ZN0856,ZN1308,30,25680,内圈,主线
890,ZN0857,ZN1308,30,25710,内圈,主线
891,ZN0858,ZN1308,30,25740,内圈,主线
892,ZN0859,ZN1308,30,25770,内圈,主线
893,ZN0860,ZN1308,30,25800,内圈,主线
894,ZN0861,ZN1308,30,25830,内圈,主线
895,ZN0862,ZN1308,30,25860,内圈,主线
896,ZN0863,ZN1308,30,25890,内圈,主线
897,ZN0864,ZN1308,30,25920,内圈,主线
898,ZN0865,ZN1308,30,25950,内圈,主线
899,ZN0866,ZN1308,30,25980,内圈,主线
900,ZN0867,ZN1308,30,26010,内圈,主线
901,ZN0868,ZN1308,30,26040,内圈,主线
902,ZN0869,ZN1308,30,26070,内圈,主线
903,ZN0870,ZN1308,30,26100,内圈,主线
904,ZN0871,ZN1308,30,26130,内圈,主线
905,ZN0872,ZN1308,30,26160,内圈,主线
906,ZN0873,ZN1308,30,26190,内圈,主线
907,ZN0874,ZN1308,30,26220,内圈,主线
908,ZN0875,ZN1308,30,26250,内圈,主线
909,ZN0876,ZN1308,30,26280,内圈,主线
910,ZN0877,ZN1308,30,26310,内圈,主线
911,ZN0878,ZN1308,30,26340,内圈,主线
912,ZN0879,ZN1308,30,26370,内圈,主线
913,ZN0880,ZN1308,30,26400,内圈,主线
914,ZN0881,ZN1308,30,26430,内圈,主线
915,ZN0882,ZN1308,30,26460,内圈,主线
916,ZN0883,ZN1308,30,26490,内圈,主线
917,ZN0884,ZN1308,30,26520,内圈,主线
918,ZN0885,ZN1308,30,26550,内圈,主线
919,ZN0886,ZN1308,30,26580,内圈,主线
920,ZN0887,ZN1308,30,26610,内圈,主线
921,ZN0888,ZN1308,30,26640,内圈,主线
922,ZN0889,ZN1308,30,26670,内圈,主线
923,ZN0890,ZN1308,30,26700,内圈,主线
924,ZN0891,ZN1308,30,26730,内圈,主线
925,ZN0892,ZN1308,30,26760,内圈,主线
926,ZN0893,ZN1308,30,26790,内圈,主线
927,ZN0894,ZN1308,30,26820,内圈,主线
928,ZN0895,ZN1308,30,26850,内圈,主线
929,ZN0896,ZN1308,30,26880,内圈,主线
930,ZN0897,ZN1308,30,26910,内圈,主线
931,ZN0898,ZN1308,30,26940,内圈,主线
932,ZN0899,ZN1308,30,26970,内圈,主线
933,ZN0900,ZN1308,30,27000,内圈,主线
934,ZN0901,ZN1308,30,27030,内圈,主线
935,ZN0902,ZN1308,30,27060,内圈,主线
936,ZN0903,ZN1308,30,27090,内圈,主线
937,ZN0904,ZN1308,30,27120,内圈,主线
938,ZN0905,ZN1308,30,27150,内圈,主线
939,ZN0906,ZN1308,30,27180,内圈,主线
940,ZN0907,ZN1308,30,27210,内圈,主线
941,ZN0908,ZN1308,30,27240,内圈,主线
942,ZN0909,ZN1308,30,27270,内圈,主线
943,ZN0910,ZN1308,30,27300,内圈,主线
944,ZN0911,ZN1308,30,27330,内圈,主线
945,ZN0912,ZN1308,30,27360,内圈,主线
946,ZN0913,ZN1308,30,27390,内圈,主线
947,ZN0914,ZN1308,30,27420,内圈,主线
948,ZN0915,ZN1308,30,27450,内圈,主线
949,ZN0916,ZN1308,30,27480,内圈,主线
950,ZN0917,ZN1308,30,27510,内圈,主线
951,ZN0918,ZN1308,30,27540,内圈,主线
952,ZN0919,ZN1308,30,27570,内圈,主线
953,ZN0920,ZN1308,30,27600,内圈,主线
954,ZN0921,ZN1308,30,27630,内圈,主线
955,ZN0922,ZN1308,30,27660,内圈,主线
956,ZN0923,ZN1308,30,27690,内圈,主线
957,ZN0924,ZN1308,30,27720,内圈,主线
958,ZN0925,ZN1308,30,27750,内圈,主线
959,ZN0926,ZN1308,30,27780,内圈,主线
960,ZN0927,ZN1308,30,27810,内圈,主线
961,ZN0928,ZN1308,30,27840,内圈,主线
962,ZN0929,ZN1308,30,27870,内圈,主线
963,ZN0930,ZN1308,30,27900,内圈,主线
964,ZN0931,ZN1308,30,27930,内圈,主线
965,ZN0932,ZN1308,30,27960,内圈,主线
966,ZN0933,ZN1308,30,27990,内圈,主线
967,ZN0934,ZN1308,30,28020,内圈,主线
968,ZN0935,ZN1308,30,28050,内圈,主线
969,ZN0936,ZN1308,30,28080,内圈,主线
970,ZN0937,ZN1308,30,28110,内圈,主线
971,ZN0938,ZN1308,30,28140,内圈,主线
972,ZN0939,ZN1308,30,28170,内圈,主线
973,ZN0940,ZN1308,30,28200,内圈,主线
974,ZN0941,ZN1308,30,28230,内圈,主线
975,ZN0942,ZN1308,30,28260,内圈,主线
976,ZN0943,ZN1308,30,28290,内圈,主线
977,ZN0944,ZN1308,30,28320,内圈,主线
978,ZN0945,ZN1308,30,28350,内圈,主线
979,ZN0946,ZN1308,30,28380,内圈,主线
980,ZN0947,ZN1308,30,28410,内圈,主线
981,ZN0948,ZN1308,30,28440,内圈,主线
982,ZN0949,ZN1308,30,28470,内圈,主线
983,ZN0950,ZN1308,30,28500,内圈,主线
984,ZN0951,ZN1308,30,28530,内圈,主线
985,ZN0952,ZN1308,30,28560,内圈,主线
986,ZN0953,ZN1308,30,28590,内圈,主线
987,ZN0954,ZN1308,30,28620,内圈,主线
988,ZN0955,ZN1308,30,28650,内圈,主线
989,ZN0956,ZN1308,30,28680,内圈,主线
990,ZN0957,ZN1308,30,28710,内圈,主线
991,ZN0958,ZN1308,30,28740,内圈,主线
992,ZN0959,ZN1308,30,28770,内圈,主线
993,ZN0960,ZN1308,30,28800,内圈,主线
994,ZN0961,ZN1308,30,28830,内圈,主线
995,ZN0962,ZN1308,30,28860,内圈,主线
996,ZN0963,ZN1308,30,28890,内圈,主线
997,ZN0964,ZN1308,30,28920,内圈,主线
998,ZN0965,ZN1308,30,28950,内圈,主线
999,ZN0966,ZN1308,30,28980,内圈,主线
1000,ZN0967,ZN1308,30,29010,内圈,主线
1001,ZN0968,ZN1308,30,29040,内圈,主线
1002,ZN0969,ZN1308,30,29070,内圈,主线
1003,ZN0970,ZN1308,30,29100,内圈,主线
1004,ZN0971,ZN1308,30,29130,内圈,主线
1005,ZN0972,ZN1308,30,29160,内圈,主线
1006,ZN0973,ZN1308,30,29190,内圈,主线
1007,ZN0974,ZN1308,30,29220,内圈,主线
1008,ZN0975,ZN1308,30,29250,内圈,主线
1009,ZN0976,ZN1308,30,29280,内圈,主线
1010,ZN0977,ZN1308,30,29310,内圈,主线
1011,ZN0978,ZN1308,30,29340,内圈,主线
1012,ZN0979,ZN1308,30,29370,内圈,主线
1013,ZN0980,ZN1308,30,29400,内圈,主线
1014,ZN0981,ZN1308,30,29430,内圈,主线
1015,ZN0982,ZN1308,30,29460,内圈,主线
1016,ZN0983,ZN1308,30,29490,内圈,主线
1017,ZN0984,ZN1308,30,29520,内圈,主线
1018,ZN0985,ZN1308,30,29550,内圈,主线
1019,ZN0986,ZN1308,30,29580,内圈,主线
1020,ZN0987,ZN1308,30,29610,内圈,主线
1021,ZN0988,ZN1308,30,29640,内圈,主线
1022,ZN0989,ZN1308,30,29670,内圈,主线
1023,ZN0990,ZN1308,30,29700,内圈,主线
1024,ZN0991,ZN1308,30,29730,内圈,主线
1025,ZN0992,ZN1308,30,29760,内圈,主线
1026,ZN0993,ZN1308,30,29790,内圈,主线
1027,ZN0994,ZN1308,30,29820,内圈,主线
1028,ZN0995,ZN1308,30,29850,内圈,主线
1029,ZN0996,ZN1308,30,29880,内圈,主线
1030,ZN0997,ZN1308,30,29910,内圈,主线
1031,ZN0998,ZN1308,30,29940,内圈,主线
1032,ZN0999,ZN1308,30,29970,内圈,主线
1033,ZN1000,ZN1308,30,30000,内圈,主线
1034,ZN1001,ZN1308,30,30030,内圈,主线
1035,ZN1002,ZN1308,30,30060,内圈,主线
1036,ZN1003,ZN1308,30,30090,内圈,主线
1037,ZN1004,ZN1308,30,30120,内圈,主线
1038,ZN1005,ZN1308,30,30150,内圈,主线
1039,ZN1006,ZN1308,30,30180,内圈,主线
1040,ZN1007,ZN1308,30,30210,内圈,主线
1041,ZN1008,ZN1308,30,30240,内圈,主线
1042,ZN1009,ZN1308,30,30270,内圈,主线
1043,ZN1010,ZN1308,30,30300,内圈,主线
1044,ZN1011,ZN1308,30,30330,内圈,主线
1045,ZN1012,ZN1308,30,30360,内圈,主线
1046,ZN1013,ZN1308,30,30390,内圈,主线
1047,ZN1014,ZN1308,30,30420,内圈,主线
1048,ZN1015,ZN1308,30,30450,内圈,主线
1049,ZN1016,ZN1308,30,30480,内圈,主线
1050,ZN1017,ZN1308,30,30510,内圈,主线
1051,ZN1018,ZN1308,30,30540,内圈,主线
1052,ZN1019,ZN1308,30,30570,内圈,主线
1053,ZN1020,ZN1308,30,30600,内圈,主线
1054,ZN1021,ZN1308,30,30630,内圈,主线
1055,ZN1022,ZN1308,30,30660,内圈,主线
1056,ZN1023,ZN1308,30,30690,内圈,主线
1057,ZN1024,ZN1308,30,30720,内圈,主线
1058,ZN1025,ZN1308,30,30750,内圈,主线
1059,ZN1026,ZN1308,30,30780,内圈,主线
1060,ZN1027,ZN1308,30,30810,内圈,主线
1061,ZN1028,ZN1308,30,30840,内圈,主线
1062,ZN1029,ZN1308,30,30870,内圈,主线
1063,ZN1030,ZN1308,30,30900,内圈,主线
1064,ZN1031,ZN1308,30,30930,内圈,主线
1065,ZN1032,ZN1308,30,30960,内圈,主线
1066,ZN1033,ZN1308,30,30990,内圈,主线
1067,ZN1034,ZN1308,30,31020,内圈,主线
1068,ZN1035,ZN1308,30,31050,内圈,主线
1069,ZN1036,ZN1308,30,31080,内圈,主线
1070,ZN1037,ZN1308,30,31110,内圈,主线
